name,set_code,card_number,class_name,power,toughness,starting_loyalty,starting_defense,mana_value,rarity,types,subtypes,supertypes,mana_costs,rules,black,blue,green,red,white,frame_color,frame_style,various_art
"Rishadan Brigand","UNK","0","mage.cards.r.RishadanBrigand","3","2","","","5","common","CREATURE","HUMAN PIRATE","","{4}{U}","","false","true","false","false","false","blue","","false"
"Raphael The Muscle","UNK","0","mage.cards.r.RaphaelTheMuscle","4","4","","","5","common","CREATURE","MUTANT NINJA TURTLE","","{4}{R}","","false","false","false","true","false","red","","false"
"Retrieve The Esper","UNK","0","mage.cards.r.RetrieveTheEsper","","","","","4","common","SORCERY","","","{3}{U}","","false","true","false","false","false","blue","","false"
"Raptor Companion","UNK","0","mage.cards.r.RaptorCompanion","3","1","","","2","common","CREATURE","DINOSAUR","","{1}{W}","","false","false","false","false","true","white","","false"
"Rotted Hystrix","UNK","0","mage.cards.r.RottedHystrix","3","6","","","5","common","CREATURE","PHYREXIAN BEAST","","{4}{G}","","false","false","true","false","false","green","","false"
"Rust Monster","UNK","0","mage.cards.r.RustMonster","2","1","","","3","common","CREATURE","BEAST","","{2}{R}","","false","false","false","true","false","red","","false"
"Riths Attendant","UNK","0","mage.cards.r.RithsAttendant","3","3","","","5","common","ARTIFACT CREATURE","GOLEM","","{5}","","false","false","false","false","false","colorless","","false"
"Ribbons Of The Reikai","UNK","0","mage.cards.r.RibbonsOfTheReikai","","","","","5","common","SORCERY","ARCANE","","{4}{U}","","false","true","false","false","false","blue","","false"
"Ramosian Sergeant","UNK","0","mage.cards.r.RamosianSergeant","1","1","","","1","common","CREATURE","HUMAN REBEL","","{W}","","false","false","false","false","true","white","","false"
"Riftsweeper","UNK","0","mage.cards.r.Riftsweeper","2","2","","","2","common","CREATURE","ELF SHAMAN","","{1}{G}","","false","false","true","false","false","green","","false"
"Reckless Abandon","UNK","0","mage.cards.r.RecklessAbandon","","","","","1","common","SORCERY","","","{R}","","false","false","false","true","false","red","","false"
"Royal Assassin","UNK","0","mage.cards.r.RoyalAssassin","1","1","","","3","common","CREATURE","HUMAN ASSASSIN","","{1}{B}{B}","","true","false","false","false","false","black","","false"
"Righteous Aura","UNK","0","mage.cards.r.RighteousAura","","","","","2","common","ENCHANTMENT","","","{1}{W}","","false","false","false","false","true","white","","false"
"Rain Of Rust","UNK","0","mage.cards.r.RainOfRust","","","","","5","common","INSTANT","","","{3}{R}{R}","","false","false","false","true","false","red","","false"
"Research Thief","UNK","0","mage.cards.r.ResearchThief","3","3","","","5","common","ARTIFACT CREATURE","MOONFOLK WIZARD","","{4}{U}","","false","true","false","false","false","blue","","false"
"Rograkh Son Of Rohgahh","UNK","0","mage.cards.r.RograkhSonOfRohgahh","0","1","","","0","common","CREATURE","KOBOLD WARRIOR","","{0}","","false","false","false","false","false","colorless","","false"
"Rosethorn Halberd","UNK","0","mage.cards.r.RosethornHalberd","","","","","1","common","ARTIFACT","EQUIPMENT","","{G}","","false","false","true","false","false","green","","false"
"Ringwraiths","UNK","0","mage.cards.r.Ringwraiths","5","5","","","6","common","CREATURE","WRAITH KNIGHT","","{4}{B}{B}","","true","false","false","false","false","black","","false"
"Recruit The Worthy","UNK","0","mage.cards.r.RecruitTheWorthy","","","","","1","common","INSTANT","","","{W}","","false","false","false","false","true","white","","false"
"Rain Of Salt","UNK","0","mage.cards.r.RainOfSalt","","","","","6","common","SORCERY","","","{4}{R}{R}","","false","false","false","true","false","red","","false"
"Reinforced Bulwark","UNK","0","mage.cards.r.ReinforcedBulwark","0","4","","","3","common","ARTIFACT CREATURE","WALL","","{3}","","false","false","false","false","false","colorless","","false"
"Roving Actuator","UNK","0","mage.cards.r.RovingActuator","3","4","","","4","common","ARTIFACT CREATURE","ROBOT","","{3}{R}","","false","false","false","true","false","red","","false"
"Roterothopter","UNK","0","mage.cards.r.Roterothopter","0","2","","","1","common","ARTIFACT CREATURE","THOPTER","","{1}","","false","false","false","false","false","colorless","","false"
"Runic Repetition","UNK","0","mage.cards.r.RunicRepetition","","","","","3","common","SORCERY","","","{2}{U}","","false","true","false","false","false","blue","","false"
"Rough Rhino Cavalry","UNK","0","mage.cards.r.RoughRhinoCavalry","5","5","","","5","common","CREATURE","HUMAN MERCENARY","","{4}{R}","","false","false","false","true","false","red","","false"
"Relics Roar","UNK","0","mage.cards.r.RelicsRoar","","","","","1","common","INSTANT","","","{U}","","false","true","false","false","false","blue","","false"
"Rona Herald Of Invasion","UNK","0","mage.cards.r.RonaHeraldOfInvasion","1","3","","","2","common","CREATURE","HUMAN WIZARD","","{1}{U}","","false","true","false","false","false","blue","","false"
"Revival Experiment","UNK","0","mage.cards.r.RevivalExperiment","","","","","6","common","SORCERY","","","{4}{B}{G}","","true","false","true","false","false","multicolor","","false"
"Rainbow Vale","UNK","0","mage.cards.r.RainbowVale","","","","","0","common","LAND","","","","","false","false","false","false","false","colorless","","false"
"Ruin Crab","UNK","0","mage.cards.r.RuinCrab","0","3","","","1","common","CREATURE","CRAB","","{U}","","false","true","false","false","false","blue","","false"
"Rush Of Inspiration","UNK","0","mage.cards.r.RushOfInspiration","","","","","0","common","INSTANT","","","","","false","false","false","false","false","colorless","","false"
"Rushwood Legate","UNK","0","mage.cards.r.RushwoodLegate","2","1","","","3","common","CREATURE","DRYAD","","{2}{G}","","false","false","true","false","false","green","","false"
"Runeclaw Bear","UNK","0","mage.cards.r.RuneclawBear","2","2","","","2","common","CREATURE","BEAR","","{1}{G}","","false","false","true","false","false","green","","false"
"Rage Nimbus","UNK","0","mage.cards.r.RageNimbus","5","3","","","3","common","CREATURE","ELEMENTAL","","{2}{R}","","false","false","false","true","false","red","","false"
"Rune Of Protection Green","UNK","0","mage.cards.r.RuneOfProtectionGreen","","","","","2","common","ENCHANTMENT","","","{1}{W}","","false","false","false","false","true","white","","false"
"Reckless Stormseeker","UNK","0","mage.cards.r.RecklessStormseeker","2","3","","","3","common","CREATURE","HUMAN WEREWOLF","","{2}{R}","","false","false","false","true","false","red","","false"
"Reckless Assault","UNK","0","mage.cards.r.RecklessAssault","","","","","4","common","ENCHANTMENT","","","{2}{B}{R}","","true","false","false","true","false","multicolor","","false"
"Remand","UNK","0","mage.cards.r.Remand","","","","","2","common","INSTANT","","","{1}{U}","","false","true","false","false","false","blue","","false"
"Remove Soul","UNK","0","mage.cards.r.RemoveSoul","","","","","2","common","INSTANT","","","{1}{U}","","false","true","false","false","false","blue","","false"
"Rakdos The Showstopper","UNK","0","mage.cards.r.RakdosTheShowstopper","6","6","","","6","common","CREATURE","DEMON","","{4}{B}{R}","","true","false","false","true","false","multicolor","","false"
"Radiant Strike","UNK","0","mage.cards.r.RadiantStrike","","","","","4","common","INSTANT","","","{3}{W}","","false","false","false","false","true","white","","false"
"Radiant Essence","UNK","0","mage.cards.r.RadiantEssence","2","3","","","3","common","CREATURE","SPIRIT","","{1}{G}{W}","","false","false","true","false","true","multicolor","","false"
"Revenant Patriarch","UNK","0","mage.cards.r.RevenantPatriarch","4","3","","","5","common","CREATURE","SPIRIT","","{4}{B}","","true","false","false","false","false","black","","false"
"Reckless Crew","UNK","0","mage.cards.r.RecklessCrew","","","","","4","common","SORCERY","","","{3}{R}","","false","false","false","true","false","red","","false"
"Rage Scarred Berserker","UNK","0","mage.cards.r.RageScarredBerserker","5","4","","","5","common","CREATURE","MINOTAUR BERSERKER","","{4}{B}","","true","false","false","false","false","black","","false"
"Remnant Elemental","UNK","0","mage.cards.r.RemnantElemental","0","4","","","2","common","CREATURE","ELEMENTAL","","{1}{R}","","false","false","false","true","false","red","","false"
"Red Mages Rapier","UNK","0","mage.cards.r.RedMagesRapier","","","","","2","common","ARTIFACT","EQUIPMENT","","{1}{R}","","false","false","false","true","false","red","","false"
"Raving Dead","UNK","0","mage.cards.r.RavingDead","2","6","","","5","common","CREATURE","ZOMBIE","","{4}{B}","","true","false","false","false","false","black","","false"
"Return To Battle","UNK","0","mage.cards.r.ReturnToBattle","","","","","1","common","SORCERY","","","{B}","","true","false","false","false","false","black","","false"
"Raise The Past","UNK","0","mage.cards.r.RaiseThePast","","","","","4","common","SORCERY","","","{2}{W}{W}","","false","false","false","false","true","white","","false"
"Raking Claws","UNK","0","mage.cards.r.RakingClaws","","","","","2","common","INSTANT","","","{1}{R}","","false","false","false","true","false","red","","false"
"Raise The Alarm","UNK","0","mage.cards.r.RaiseTheAlarm","","","","","2","common","INSTANT","","","{1}{W}","","false","false","false","false","true","white","","false"
"Ratcatcher Trainee","UNK","0","mage.cards.r.RatcatcherTrainee","2","1","","","2","common","CREATURE","HUMAN PEASANT","","{1}{R}","","false","false","false","true","false","red","","false"
"Relic Bane","UNK","0","mage.cards.r.RelicBane","","","","","3","common","ENCHANTMENT","AURA","","{1}{B}{B}","","true","false","false","false","false","black","","false"
"Rallying Fire","UNK","0","mage.cards.r.RallyingFire","","","","","3","common","INSTANT","","","{2}{R}","","false","false","false","true","false","red","","false"
"Rise Of Eagles","UNK","0","mage.cards.r.RiseOfEagles","","","","","6","common","SORCERY","","","{4}{U}{U}","","false","true","false","false","false","blue","","false"
"Razorfield Ripper","UNK","0","mage.cards.r.RazorfieldRipper","3","3","","","3","common","ARTIFACT CREATURE","EQUIPMENT RHINO","","{2}{W}","","false","false","false","false","true","white","","false"
"River Kaijin","UNK","0","mage.cards.r.RiverKaijin","1","4","","","3","common","CREATURE","SPIRIT","","{2}{U}","","false","true","false","false","false","blue","","false"
"Ravenloft Adventurer","UNK","0","mage.cards.r.RavenloftAdventurer","3","4","","","4","common","CREATURE","HUMAN ROGUE ASSASSIN","","{3}{B}","","true","false","false","false","false","black","","false"
"Razorverge Thicket","UNK","0","mage.cards.r.RazorvergeThicket","","","","","0","common","LAND","","","","","false","false","false","false","false","colorless","","false"
"Raging Cougar","UNK","0","mage.cards.r.RagingCougar","2","2","","","3","common","CREATURE","CAT","","{2}{R}","","false","false","false","true","false","red","","false"
"Rabid Bloodsucker","UNK","0","mage.cards.r.RabidBloodsucker","3","2","","","5","common","CREATURE","VAMPIRE","","{4}{B}","","true","false","false","false","false","black","","false"
"Radiant Grove","UNK","0","mage.cards.r.RadiantGrove","","","","","0","common","LAND","FOREST PLAINS","","","","false","false","false","false","false","colorless","","false"
"Riftburst Hellion","UNK","0","mage.cards.r.RiftburstHellion","6","7","","","7","common","CREATURE","HELLION","","{5}{R}{G}","","false","false","true","true","false","multicolor","","false"
"Rush Of Blood","UNK","0","mage.cards.r.RushOfBlood","","","","","3","common","INSTANT","","","{2}{R}","","false","false","false","true","false","red","","false"
"Resolute Watchdog","UNK","0","mage.cards.r.ResoluteWatchdog","1","3","","","1","common","CREATURE","DOG","","{W}","","false","false","false","false","true","white","","false"
"Rimefeather Owl","UNK","0","mage.cards.r.RimefeatherOwl","0","0","","","7","common","CREATURE","BIRD","","{5}{U}{U}","","false","true","false","false","false","blue","","false"
"Rakdos Ickspitter","UNK","0","mage.cards.r.RakdosIckspitter","1","1","","","3","common","CREATURE","THRULL","","{1}{B}{R}","","true","false","false","true","false","multicolor","","false"
"Rugged Prairie","UNK","0","mage.cards.r.RuggedPrairie","","","","","0","common","LAND","","","","","false","false","false","false","false","colorless","","false"
"Renegade Reaper","UNK","0","mage.cards.r.RenegadeReaper","2","3","","","3","common","CREATURE","ANGEL BERSERKER","","{2}{B}","","true","false","false","false","false","black","","false"
"Risen Necroregent","UNK","0","mage.cards.r.RisenNecroregent","5","4","","","5","common","CREATURE","ZOMBIE CAT KNIGHT","","{4}{B}","","true","false","false","false","false","black","","false"
"Rook Turret","UNK","0","mage.cards.r.RookTurret","3","3","","","4","common","ARTIFACT CREATURE","CONSTRUCT","","{3}{U}","","false","true","false","false","false","blue","","false"
"Raise Dead","UNK","0","mage.cards.r.RaiseDead","","","","","1","common","SORCERY","","","{B}","","true","false","false","false","false","black","","false"
"Rewards Of Diversity","UNK","0","mage.cards.r.RewardsOfDiversity","","","","","3","common","ENCHANTMENT","","","{2}{W}","","false","false","false","false","true","white","","false"
"Ramirez De Pietro Pillager","UNK","0","mage.cards.r.RamirezDePietroPillager","4","3","","","4","common","CREATURE","HUMAN PIRATE","","{2}{U}{B}","","true","true","false","false","false","multicolor","","false"
"Rites Of Spring","UNK","0","mage.cards.r.RitesOfSpring","","","","","2","common","SORCERY","","","{1}{G}","","false","false","true","false","false","green","","false"
"Reiterate","UNK","0","mage.cards.r.Reiterate","","","","","3","common","INSTANT","","","{1}{R}{R}","","false","false","false","true","false","red","","false"
"Roar Of The Fifth People","UNK","0","mage.cards.r.RoarOfTheFifthPeople","","","","","0","common","ENCHANTMENT","SAGA","","","","false","false","false","false","false","colorless","","false"
"Relive The Past","UNK","0","mage.cards.r.ReliveThePast","","","","","7","common","SORCERY","","","{5}{G}{W}","","false","false","true","false","true","multicolor","","false"
"River Darter","UNK","0","mage.cards.r.RiverDarter","2","3","","","3","common","CREATURE","MERFOLK WARRIOR","","{2}{U}","","false","true","false","false","false","blue","","false"
"Rayblade Trooper","UNK","0","mage.cards.r.RaybladeTrooper","2","2","","","3","common","CREATURE","HUMAN SOLDIER","","{2}{W}","","false","false","false","false","true","white","","false"
"Rebuild","UNK","0","mage.cards.r.Rebuild","","","","","3","common","INSTANT","","","{2}{U}","","false","true","false","false","false","blue","","false"
